ticket_id,ticket_text,customer_tenure_months,previous_tickets_count
TKT02724,I need assistance updating my account details and password.,55,1
TKT02725,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,35,1
TKT02726,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,36,1
TKT02727,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,31,1
TKT02728,I would like more information about pricing and subscription plans.,9,0
TKT02729,I need assistance updating my account details and password.,3,0
TKT02730,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,18,0
TKT02731,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,27,1
TKT02732,The application crashes frequently and shows unexpected errors.,21,6
TKT02733,I was charged incorrectly and need clarification on my invoice.,30,0
TKT02734,I was charged incorrectly and need clarification on my invoice.,38,2
TKT02735,I have suggestions to improve the usability of the product.,35,4
TKT02736,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,25,4
TKT02737,I have suggestions to improve the usability of the product.,35,2
TKT02738,I need assistance updating my account details and password.,21,1
TKT02739,I have suggestions to improve the usability of the product.,12,2
TKT02740,The application crashes frequently and shows unexpected errors.,5,3
TKT02741,The application crashes frequently and shows unexpected errors.,44,1
TKT02742,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,36,1
TKT02743,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,13,1
TKT02744,I need assistance updating my account details and password.,25,3
TKT02745,I was charged incorrectly and need clarification on my invoice.,12,1
TKT02746,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,50,1
TKT02747,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,3,2
TKT02748,I would like more information about pricing and subscription plans.,22,2
TKT02749,I would like more information about pricing and subscription plans.,31,0
TKT02750,I need assistance updating my account details and password.,43,4
TKT02751,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,25,0
TKT02752,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,6,2
TKT02753,The application crashes frequently and shows unexpected errors.,32,0
TKT02754,I was charged incorrectly and need clarification on my invoice.,58,5
TKT02755,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,5,0
TKT02756,I have suggestions to improve the usability of the product.,11,1
TKT02757,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,22,3
TKT02758,I need assistance updating my account details and password.,25,3
TKT02759,I was charged incorrectly and need clarification on my invoice.,35,0
TKT02760,I have suggestions to improve the usability of the product.,32,4
TKT02761,I would like more information about pricing and subscription plans.,42,4
TKT02762,I would like more information about pricing and subscription plans.,36,3
TKT02763,The application crashes frequently and shows unexpected errors.,44,4
TKT02764,I need assistance updating my account details and password.,37,1
TKT02765,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,29,2
TKT02766,The application crashes frequently and shows unexpected errors.,52,3
TKT02767,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,1,3
TKT02768,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,31,1
TKT02769,I need assistance updating my account details and password.,32,2
TKT02770,I was charged incorrectly and need clarification on my invoice.,18,2
TKT02771,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,18,1
TKT02772,The application crashes frequently and shows unexpected errors.,43,3
TKT02773,The application crashes frequently and shows unexpected errors.,9,3
TKT02774,I would like more information about pricing and subscription plans.,28,1
TKT02775,I would like more information about pricing and subscription plans.,41,3
TKT02776,The application crashes frequently and shows unexpected errors.,5,2
TKT02777,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,36,0
TKT02778,I need assistance updating my account details and password.,15,5
TKT02779,The application crashes frequently and shows unexpected errors.,38,1
TKT02780,I would like more information about pricing and subscription plans.,23,1
TKT02781,I have suggestions to improve the usability of the product.,53,2
TKT02782,I would like more information about pricing and subscription plans.,9,1
TKT02783,I need assistance updating my account details and password.,15,2
TKT02784,I need assistance updating my account details and password.,15,3
TKT02785,I need assistance updating my account details and password.,50,4
TKT02786,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,3,0
